2025-06-22 06:16:24,https://www.google.com/,0.0,warn,8,Remember to stay focused on your learning goals!,Moderate distraction detected,medium,False,True,"{""inappropriate"": false, ""category"": ""analysis_error"", ""confidence"": 0.0, ""description"": ""Error analyzing screenshot: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-********************************************************************************************************************************************************mdkA. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"", ""action_needed"": ""manual_review""}","{""pattern"": ""mixed_activity"", ""trend"": ""stable"", ""focus_score"": 10.0, ""educational_ratio"": 0.0, ""distraction_ratio"": 0.0, ""site_switches"": 0, ""unique_sites"": 1, ""total_entries"": 2}",0,0,0
2025-06-22 06:16:52,https://www.google.com/,0.0,warn,8,Remember to stay focused on your learning goals!,Moderate distraction detected,medium,False,True,"{""inappropriate"": false, ""category"": ""analysis_error"", ""confidence"": 0.0, ""description"": ""Error analyzing screenshot: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-********************************************************************************************************************************************************mdkA. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"", ""action_needed"": ""manual_review""}","{""pattern"": ""mixed_activity"", ""trend"": ""stable"", ""focus_score"": 10.0, ""educational_ratio"": 0.0, ""distraction_ratio"": 0.0, ""site_switches"": 0, ""unique_sites"": 1, ""total_entries"": 4}",0,0,02025-06-22 16:03:38,https://www.ixl.com/,0.0,encourage,5,Great choice! Keep up the focused learning!,Educational site detected,low,False,False,"{""description"": ""Fast mode - no screenshot analysis""}","{""pattern"": ""focused_study"", ""trend"": ""improving"", ""focus_score"": 9.84375, ""educational_ratio"": 0.8125, ""distraction_ratio"": 0.0, ""site_switches"": 1, ""unique_sites"": 2, ""total_entries"": 64}",0,0,0
2025-06-22 16:04:12,https://www.google.com/,0.0,encourage,5,Great job staying focused! Keep up the good work.,"The student is on a familiar and generally educational site, with improving focus patterns.",low,False,True,"{""inappropriate"": false, ""category"": null, ""confidence"": 0.95, ""description"": ""Google search page with a YouTube TV ad for NBA Finals."", ""action_needed"": ""None""}","{""pattern"": ""focused_study"", ""trend"": ""improving"", ""focus_score"": 9.710144927536232, ""educational_ratio"": 0.7536231884057971, ""distraction_ratio"": 0.0, ""site_switches"": 2, ""unique_sites"": 2, ""total_entries"": 69}",1,0,0
2025-06-22 16:04:35,https://www.google.com/,22.41765,encourage,5,Great job staying focused! Keep up the good work.,"The student is on a focused study pattern with a high focus score. The current site is Google, which is not necessarily distracting. Positive reinforcement can further motivate the student.",low,False,True,"{""inappropriate"": false, ""category"": null, ""confidence"": 0.95, ""description"": ""The screenshot shows the Google homepage with a YouTube TV advertisement for the NBA Finals."", ""action_needed"": null}","{""pattern"": ""focused_study"", ""trend"": ""improving"", ""focus_score"": 9.726027397260275, ""educational_ratio"": 0.7123287671232876, ""distraction_ratio"": 0.0, ""site_switches"": 2, ""unique_sites"": 2, ""total_entries"": 73}",2,0,0
2025-06-22 16:04:57,https://www.google.com/,45.416821,encourage,5,Great job staying focused on your search! Keep up the good work!,"The student is on a popular search engine, which is generally a neutral site. Their browsing pattern is improving with a high focus score. Positive reinforcement can help maintain their current focus.",low,False,True,"{""inappropriate"": false, ""category"": null, ""confidence"": 0.95, ""description"": ""Google search homepage with a YouTube TV ad for NBA Finals."", ""action_needed"": null}","{""pattern"": ""mixed_activity"", ""trend"": ""improving"", ""focus_score"": 9.74025974025974, ""educational_ratio"": 0.6753246753246753, ""distraction_ratio"": 0.0, ""site_switches"": 2, ""unique_sites"": 2, ""total_entries"": 77}",3,0,0
2025-06-22 16:05:30,https://www.google.com/,67.868125,warn,5,"I sense you're feeling sad while on 'Google'. To help lift your spirits, I recommend checking out Khan Academy for a different educational experience.",High negative emotions on an educational page. Offering a different resource.,high,True,True,"{""inappropriate"": false, ""category"": null, ""confidence"": 0.95, ""description"": ""The screenshot shows the Google homepage with a YouTube TV advertisement for the NBA Finals."", ""action_needed"": ""No action needed""}","{""pattern"": ""mixed_activity"", ""trend"": ""improving"", ""focus_score"": 9.753086419753087, ""educational_ratio"": 0.6419753086419753, ""distraction_ratio"": 0.0, ""site_switches"": 2, ""unique_sites"": 2, ""total_entries"": 81}",4,0,0
2025-06-22 16:06:09,https://www.google.com/,110.069205,warn,8,"I see you're feeling sad while on Google. To brighten your day, why not explore Khan Academy for a different educational experience?",High negative emotions on an educational page. Offering a different resource.,high,True,True,"{""inappropriate"": false, ""category"": null, ""confidence"": 0.95, ""description"": ""The screenshot shows the Google homepage with a promotional link to watch the NBA Finals on YouTube TV."", ""action_needed"": ""No action needed""}","{""pattern"": ""mixed_activity"", ""trend"": ""improving"", ""focus_score"": 9.775280898876405, ""educational_ratio"": 0.5842696629213483, ""distraction_ratio"": 0.0, ""site_switches"": 2, ""unique_sites"": 2, ""total_entries"": 89}",4,1,0
2025-06-22 16:06:42,https://tinder.com/,0.0,intervene,0,Inappropriate content detected. Redirecting to educational resources.,Detected: inappropriate domain 'tinder.com' detected,high,False,True,"{""inappropriate"": true, ""category"": ""Social media/dating"", ""confidence"": 0.95, ""description"": ""The screenshot shows the homepage of a dating app, which is not suitable for educational purposes."", ""action_needed"": ""Block access to dating and social media sites during study time.""}","{""pattern"": ""mixed_activity"", ""trend"": ""improving"", ""focus_score"": 9.673913043478262, ""educational_ratio"": 0.5652173913043478, ""distraction_ratio"": 0.0, ""site_switches"": 3, ""unique_sites"": 3, ""total_entries"": 92}",4,2,0
2025-06-22 16:07:21,https://www.ixl.com/,0.0,encourage,5,Great choice to explore IXL! Keep up the focused learning.,The student is on an educational site with improving browsing patterns and a high focus score.,low,False,True,"{""inappropriate"": false, ""category"": null, ""confidence"": 1.0, ""description"": ""The screenshot shows an educational website focused on personalized learning for K-12 students."", ""action_needed"": ""No action needed""}","{""pattern"": ""mixed_activity"", ""trend"": ""improving"", ""focus_score"": 9.56043956043956, ""educational_ratio"": 0.6043956043956044, ""distraction_ratio"": 0.0, ""site_switches"": 4, ""unique_sites"": 3, ""total_entries"": 91}",4,2,1
2025-06-22 16:07:44,https://www.ixl.com/,22.194843,encourage,5,Great job exploring educational content on IXL! Keep up the focus!,The student is on an educational website with improving browsing patterns and a high focus score.,low,False,True,"{""inappropriate"": false, ""category"": null, ""confidence"": 1.0, ""description"": ""The screenshot shows an educational website offering personalized learning for K-12 students."", ""action_needed"": null}","{""pattern"": ""mixed_activity"", ""trend"": ""improving"", ""focus_score"": 9.666666666666666, ""educational_ratio"": 0.6222222222222222, ""distraction_ratio"": 0.0, ""site_switches"": 3, ""unique_sites"": 3, ""total_entries"": 90}",5,2,1
